timestamp,jan1a,nor1a,sor1a,rst1a,har1a,kar1a,nal1a,lyr2a,tro2a,and1a,bjn1a,hop1a,don1a,jck1a,rvk1a,sol1a,dob1a,kir1a,top1a,kev1a,kas1a,kil1a,iav1a,muo1a,pel1a,ran1a,ouj1a,mek1a,han1a,nur1a,tar1a,sod1a,lrv1a,bfe6d,roe1d,bor2d,hov1d,nrd1d,sco2d,amk1f,kul2d
2024-05-03 00:00:00,17.325163039340623,-7.703877301139073,-7.049811223065262,-10.376642536317377,-10.608235268078715,-8.422075005568331,-32.577022963591844,-43.360863029545726,-1.501152542015916,-8.478309861091475,-33.48317722488537,-45.756220582500646,-32.99934817553185,-37.921071306293015,-36.19561957168662,-11.335234513266187,-13.032760768666776,-18.690289490363284,-3.2133027834061068,-11.87349543437449,,-8.82798018518406,,-25.412382143025752,-50.133393189502385,-50.395846521478234,-39.532860314790014,-22.58328417712437,-19.946943976681723,-11.04382337205061,-13.414253797582205,-40.35516730401105,10.871639492390386,-3.4367102611977316,-2.744375317644881,,-22.28260090861295,,,,
2024-05-03 00:01:00,18.577876101377115,-7.747513308435373,-7.619615027515465,-13.207055768703867,-11.267021432129695,-8.453687275650736,-31.384038095482538,-41.10466682574133,-2.5762315475749347,-10.368254390390575,-32.93422524174093,-46.34000000906599,-36.68119736925837,-39.77510560025257,-39.899280450084916,-12.241216266071206,-15.802549161749994,-20.306136570890885,-3.568163035579346,-12.182606779046182,,-10.293210322841333,,-26.66052894366112,-50.884746402080054,-51.22406651397614,-39.83945106173633,-24.408939475484658,-21.846000025136163,-13.948900056562707,-14.317916061208962,-41.603827336470204,10.455312953115936,-3.697447716451279,-2.744375317644881,,-26.62032754329084,,,,
2024-05-03 00:02:00,18.84143643050811,-8.054884078068426,-8.442907828084572,-14.29870805121027,-10.975809121080601,-8.583888777795437,-28.423294215948772,-37.634733128145854,-3.408243896001295,-11.810520541075675,-32.100854647502274,-46.8109149851507,-37.64095055164762,-39.85904920249595,-41.489180301905435,-12.553285806963686,-16.540599222662422,-21.05798347383643,-4.251614359400264,-12.68862239741793,,-11.51191046434542,,-27.111110139734592,-49.1462254800299,-48.687774504600384,-38.4659613184449,-25.441158501773316,-22.62371470976541,-16.52350593645133,-15.086562060281722,-40.045740233686956,11.734210479651665,-4.3570661556805135,-3.045672699379793,,-29.40650672182528,,,,
2024-05-03 00:03:00,20.441471570502472,-8.03711118204592,-8.403381896925566,-13.962306178260405,-10.104982864590056,-8.974182188672785,-24.27602120379015,-33.26349846719313,-4.163509652669745,-12.147466928769063,-33.17859576550654,-47.4490947243421,-37.314685902671044,-40.42395856174153,-42.159396422805,-12.866307668091395,-16.826699080951585,-21.598465507518995,-4.846348494767881,-13.389169087386108,,-12.66912333433902,,-28.05203581872229,-49.35393878415198,-48.08071722527711,-37.46514879565075,-25.676957783847683,-22.785795802896246,-17.455650584490286,-15.126609196368008,-39.869593648807495,13.44779561087671,-5.138991521682328,-3.3321462277854152,,-29.532928139426076,,,,
2024-05-03 00:04:00,22.605208476006737,-7.143598146934892,-8.105636011741808,-11.358150023317648,-8.89579170387151,-8.315611152893325,-19.949061697235265,-26.5353711522539,-3.4473254655058554,-10.888407977437964,-33.97703323751739,-46.1660812053633,-36.00879080853338,-40.1451700030957,-42.106164049395375,-12.339258183626953,-16.686440170555215,-20.92760418182479,-4.782058945806057,-12.909276470050827,,-12.032809466516483,,-28.30595345612346,-50.48901175960236,-48.32918455935396,-37.10280080520715,-25.893613004094732,-23.069316608207373,-15.932130612938636,-14.495295775457635,-41.31980037015637,14.792427171320014,-4.953105132542987,-2.929181475428777,,-26.119087369057524,,,,
2024-05-03 00:05:00,24.264251335085646,-6.920010367844952,-8.567648701042344,-7.5740002879374515,-9.352634076743925,-7.762270328834347,-18.89228763171741,-23.873949547451957,-2.011068169858845,-8.461019807964476,-32.16551382463331,-45.121175712920376,-32.83871988607825,-38.579785275362156,-39.06878239838261,-10.103997425958369,-14.76371277868202,-19.06452431985599,-4.855371117631876,-11.580620410453776,,-9.925958098478077,,-27.535791709333353,-49.92853758090132,-47.01603399591659,-34.28247963107424,-25.254840572246394,-22.23582541450014,-13.009608016673155,-13.320688787704057,-41.42679086171847,15.3623973477861,-4.742053491849219,-3.1510471554283868,,-22.64868165637563,,,,
2024-05-03 00:06:00,24.571336075141517,-6.764627563105023,-8.566699114919174,-3.2230268758194143,-8.776029218373878,-6.7450535437092185,-19.78030875445802,-23.63411593994806,0.458350568645983,-6.1971876400275505,-32.478193166012716,-44.09682537645767,-25.856552569573978,-34.25809896301325,-32.573944545554696,-7.178689452228355,-9.96796912690661,-16.095946139841544,-4.3720462200690235,-8.586462758170455,,-5.851003649402628,,-24.985660552638365,-46.65000683475955,-42.04644962492239,-28.15684728980341,-22.151502734084715,-20.25675092324491,-10.147703153352268,-11.584042892553043,-38.89903017291908,16.05636225942908,-4.263612393162475,-3.0975822977998178,,-18.720628473394754,,,,
2024-05-03 00:07:00,25.240250717066374,-7.665838071257895,-8.983451899563079,0.8005922753090999,-7.854809270758778,-5.9880705275718356,-19.678343731110544,-21.15360656055873,2.4970668911973917,-4.487051336489458,-33.28115122449162,-40.91841817900786,-20.055070465812605,-30.16943021620864,-27.56586365633666,-4.142195173102664,-5.594366424382315,-11.508483008132316,-2.9464227637763543,-5.901250961824189,,-1.0622405974445428,,-20.99333742496674,-42.98755858560253,-35.813785059566726,-19.901934842398987,-18.415316554901437,-17.598917490608073,-8.23533469386166,-9.910650824722325,-34.77473601978636,17.246798450540155,-2.695267062717903,-2.5599303532144404,,-16.588540902794193,,,,
2024-05-03 00:08:00,26.828820747226928,-8.659715032048553,-10.634033496831762,2.706308759839885,-7.222401276254459,-6.194661265551986,-18.67424447843132,-18.659714294494734,0.9383429248209723,-7.138181182224798,-32.006787787742724,-35.533252612403885,-15.905418479975197,-27.1792206592836,-26.391858461973243,-3.79328952333708,-5.363980171763615,-7.6308216506968165,-1.6601341948808113,-3.7418066489026387,,1.5393948346227262,,-17.363159669886954,-41.406906847669234,-35.56645089994163,-19.072918327006846,-18.30964442739969,-19.171440689013252,-8.158531082031914,-8.548311988839487,-32.803308611946704,18.192786322360917,-0.7803307597496314,-1.517696947503282,,-16.169342895957016,,,,
2024-05-03 00:09:00,28.585521782817523,-8.624718079654485,-12.043805929648443,2.896423240139484,-5.69825351068539,-6.2937417828215985,-16.36676715149588,-16.614835611085255,-2.1120504426689877,-11.897641143999863,-30.4590709828135,-30.908178910067363,-13.332558397347384,-24.713980574155357,-25.696497976716273,-3.806750364112304,-7.3673633995986165,-4.656460411843,-0.8689913624475594,-1.1582496111786895,,2.29759680314055,,-14.93619028131252,-40.22494080950855,-35.76400422460392,-19.760563237457973,-17.58681391272694,-19.446791796366597,-8.838877744810816,-8.395690447716333,-31.326921170615606,17.46542912768564,0.0876030592371535,-0.8654735453892499,,-14.467553598076847,,,,
