-1.147269287109375000e+02,-1.543696289062500000e+02,-1.879091491699218750e+02,-2.154649810791015625e+02,-2.366148986816406250e+02,-2.495814514160156250e+02,-2.514552764892578125e+02,-2.394683685302734375e+02,-2.142051391601562500e+02,-1.839232940673828125e+02,-1.648310852050781250e+02,-1.604955444335937500e+02,-1.373278350830078125e+02,-7.029443359375000000e+01,1.561420917510986328e+01,8.501752471923828125e+01,1.233449478149414062e+02,1.334261474609375000e+02,1.265525588989257812e+02,1.159110946655273438e+02,1.137265396118164062e+02,1.294920196533203125e+02,1.682381439208984375e+02,2.288814849853515625e+02,3.043702087402343750e+02,3.844263000488281250e+02,4.588729858398437500e+02,5.196480102539062500e+02,5.611953125000000000e+02,5.797774658203125000e+02,5.724114990234375000e+02,5.360247192382812500e+02,4.705821228027343750e+02
-1.193094406127929688e+02,-1.671431579589843750e+02,-2.061994628906250000e+02,-2.376360931396484375e+02,-2.613116149902343750e+02,-2.750535583496093750e+02,-2.747840881347656250e+02,-2.559334259033203125e+02,-2.183052825927734375e+02,-1.744692230224609375e+02,-1.552601013183593750e+02,-1.729607696533203125e+02,-1.650162963867187500e+02,-8.076643371582031250e+01,3.495439529418945312e+01,1.226015548706054688e+02,1.626679534912109375e+02,1.622109069824218750e+02,1.389641571044921875e+02,1.119674530029296875e+02,9.861722564697265625e+01,1.127928237915039062e+02,1.621548309326171875e+02,2.447155914306640625e+02,3.487476196289062500e+02,4.580324707031250000e+02,5.577765502929687500e+02,6.374257202148437500e+02,6.905076293945312500e+02,7.129312133789062500e+02,7.009317626953125000e+02,6.492211914062500000e+02,5.557166137695312500e+02
-9.806591796875000000e+01,-1.400001983642578125e+02,-1.740256805419921875e+02,-1.998086547851562500e+02,-2.166750183105468750e+02,-2.226781005859375000e+02,-2.143040771484375000e+02,-1.873648986816406250e+02,-1.421748199462890625e+02,-9.381850433349609375e+01,-8.138076019287109375e+01,-1.221120834350585938e+02,-1.351815338134765625e+02,-5.426900100708007812e+01,6.382986450195312500e+01,1.479624481201171875e+02,1.785532684326171875e+02,1.652627105712890625e+02,1.286250000000000000e+02,9.025847625732421875e+01,7.058689880371093750e+01,8.709243011474609375e+01,1.502383728027343750e+02,2.568323364257812500e+02,3.891935119628906250e+02,5.245137329101562500e+02,6.442192993164062500e+02,7.367875366210937500e+02,7.961456909179687500e+02,8.186779785156250000e+02,8.004756469726562500e+02,7.354641113281250000e+02,6.219979858398437500e+02
-5.771926879882812500e+01,-8.437995910644531250e+01,-1.058160629272460938e+02,-1.193980865478515625e+02,-1.235310668945312500e+02,-1.176044998168945312e+02,-1.011125259399414062e+02,-7.322419738769531250e+01,-3.620102691650390625e+01,-3.709596872329711914e+00,-7.455399036407470703e+00,-5.699389266967773438e+01,-7.864575958251953125e+01,-1.577220249176025391e+01,7.959774017333984375e+01,1.437917327880859375e+02,1.596550140380859375e+02,1.365941009521484375e+02,9.410643768310546875e+01,5.324132919311523438e+01,3.518001556396484375e+01,5.994881820678710938e+01,1.410350189208984375e+02,2.735628356933593750e+02,4.321549987792968750e+02,5.873401489257812500e+02,7.189027709960937500e+02,8.167290649414062500e+02,8.766189575195312500e+02,8.960388183593750000e+02,8.712487792968750000e+02,7.959304199218750000e+02,6.688087768554687500e+02
-9.473810195922851562e+00,-1.851561355590820312e+01,-2.578479576110839844e+01,-2.613895225524902344e+01,-1.699971389770507812e+01,-4.096884727478027344e-01,1.865423202514648438e+01,3.539841079711914062e+01,4.615417861938476562e+01,4.492894363403320312e+01,1.953353309631347656e+01,-2.649505615234375000e+01,-4.525307464599609375e+01,-5.521063804626464844e+00,5.690055465698242188e+01,9.735247039794921875e+01,1.017512588500976562e+02,7.738864135742187500e+01,4.061662673950195312e+01,1.006897544860839844e+01,5.590960025787353516e+00,4.745861816406250000e+01,1.507780761718750000e+02,3.076570129394531250e+02,4.842846069335937500e+02,6.473041992187500000e+02,7.792089843750000000e+02,8.738793945312500000e+02,9.295874633789062500e+02,9.444691772460937500e+02,9.143845825195312500e+02,8.323551635742187500e+02,6.968391113281250000e+02
3.721638488769531250e+01,4.263117980957031250e+01,4.551487350463867188e+01,5.438928985595703125e+01,7.346736145019531250e+01,9.706404113769531250e+01,1.125134353637695312e+02,1.081848602294921875e+02,8.188432312011718750e+01,4.282078552246093750e+01,1.268258839845657349e-01,-3.852472305297851562e+01,-5.256229400634765625e+01,-3.229127120971679688e+01,1.025233566761016846e-01,1.891632652282714844e+01,1.587893009185791016e+01,-2.837641239166259766e+00,-2.395158767700195312e+01,-3.163264465332031250e+01,-8.741862297058105469e+00,6.129991149902343750e+01,1.896990203857421875e+02,3.620237731933593750e+02,5.393022460937500000e+02,6.925787963867187500e+02,8.124719848632812500e+02,8.977687377929687500e+02,9.479298095703125000e+02,9.600624389648437500e+02,9.283684692382812500e+02,8.444797973632812500e+02,7.061068115234375000e+02
7.594799041748046875e+01,8.849903869628906250e+01,9.282688903808593750e+01,1.028831405639648438e+02,1.267358245849609375e+02,1.549472503662109375e+02,1.649274902343750000e+02,1.359176177978515625e+02,6.910616302490234375e+01,-3.075007200241088867e+00,-4.895551300048828125e+01,-6.756886291503906250e+01,-6.913216400146484375e+01,-6.293652343750000000e+01,-5.970178604125976562e+01,-6.530059051513671875e+01,-7.823639678955078125e+01,-9.157025146484375000e+01,-9.505957794189453125e+01,-7.568345642089843750e+01,-1.896698379516601562e+01,8.511935424804687500e+01,2.352651214599609375e+02,4.063571166992187500e+02,5.638156738281250000e+02,6.933239746093750000e+02,7.957322387695312500e+02,8.728087158203125000e+02,9.222835083007812500e+02,9.379736938476562500e+02,9.112023315429687500e+02,8.318000488281250000e+02,6.967557373046875000e+02
1.048403701782226562e+02,1.150191955566406250e+02,1.085510101318359375e+02,1.086184158325195312e+02,1.319725189208984375e+02,1.672214660644531250e+02,1.805245361328125000e+02,1.382100830078125000e+02,4.044348144531250000e+01,-5.477548217773437500e+01,-8.879404449462890625e+01,-7.245957183837890625e+01,-5.317621612548828125e+01,-6.148019027709960938e+01,-9.482196044921875000e+01,-1.337451934814453125e+02,-1.637879638671875000e+02,-1.777920989990234375e+02,-1.713464508056640625e+02,-1.366092071533203125e+02,-6.098198699951171875e+01,6.141032028198242188e+01,2.170766601562500000e+02,3.732329101562500000e+02,5.046721191406250000e+02,6.125459594726562500e+02,7.059436035156250000e+02,7.864118652343750000e+02,8.470354003906250000e+02,8.766722412109375000e+02,8.633774414062500000e+02,7.955354003906250000e+02,6.700662231445312500e+02
1.272985076904296875e+02,1.260930328369140625e+02,9.460315704345703125e+01,7.072358703613281250e+01,8.764667510986328125e+01,1.360616760253906250e+02,1.722922821044921875e+02,1.478438720703125000e+02,5.125914764404296875e+01,-5.382910537719726562e+01,-8.174881744384765625e+01,-4.040953826904296875e+01,-9.677071571350097656e+00,-3.969148254394531250e+01,-1.136530838012695312e+02,-1.869359283447265625e+02,-2.337786254882812500e+02,-2.495730590820312500e+02,-2.407120056152343750e+02,-2.102465515136718750e+02,-1.481417388916015625e+02,-4.244758605957031250e+01,9.562940216064453125e+01,2.301909637451171875e+02,3.402822265625000000e+02,4.385483703613281250e+02,5.396582031250000000e+02,6.407576293945312500e+02,7.271884765625000000e+02,7.818325805664062500e+02,7.900109252929687500e+02,7.397431030273437500e+02,6.289518432617187500e+02
1.516333160400390625e+02,1.343569946289062500e+02,6.458287048339843750e+01,6.644032001495361328e-01,1.160361766815185547e+00,6.258454132080078125e+01,1.334393463134765625e+02,1.517137451171875000e+02,8.741208648681640625e+01,-1.331075096130371094e+01,-4.977254104614257812e+01,-1.631581115722656250e+01,-3.307828664779663086e+00,-5.717521286010742188e+01,-1.533243255615234375e+02,-2.405443267822265625e+02,-2.866954956054687500e+02,-2.899803161621093750e+02,-2.699007568359375000e+02,-2.464760589599609375e+02,-2.180189361572265625e+02,-1.607591552734375000e+02,-6.624664306640625000e+01,3.156394004821777344e+01,1.128492736816406250e+02,2.048400421142578125e+02,3.253004150390625000e+02,4.598364257812500000e+02,5.818852539062500000e+02,6.677756347656250000e+02,7.012463378906250000e+02,6.712929687500000000e+02,5.777964477539062500e+02
