1.250412750244140625e+02,1.074577255249023438e+02,9.769936370849609375e+01,1.123651046752929688e+02,1.264008102416992188e+02,1.153159713745117188e+02,1.170040969848632812e+02,1.555148925781250000e+02,2.033296508789062500e+02,2.327665252685546875e+02,2.339055023193359375e+02,2.114363098144531250e+02,1.769069519042968750e+02,1.417987976074218750e+02,1.106329193115234375e+02,7.508341217041015625e+01,1.513873481750488281e+01,-8.219364929199218750e+01,-1.796977691650390625e+02
1.267034454345703125e+02,1.018392715454101562e+02,8.573854827880859375e+01,1.080352096557617188e+02,1.341248931884765625e+02,1.191916351318359375e+02,1.205386276245117188e+02,1.737980346679687500e+02,2.353800659179687500e+02,2.676601867675781250e+02,2.600599975585937500e+02,2.220695190429687500e+02,1.722759704589843750e+02,1.294770660400390625e+02,1.025063781738281250e+02,7.878472900390625000e+01,2.217182731628417969e+01,-9.546112060546875000e+01,-2.176990356445312500e+02
1.042201461791992188e+02,8.209207153320312500e+01,6.518323516845703125e+01,8.567627716064453125e+01,1.163199005126953125e+02,1.150749130249023438e+02,1.323436279296875000e+02,1.958095703125000000e+02,2.593613891601562500e+02,2.846669006347656250e+02,2.628356628417968750e+02,2.072969818115234375e+02,1.427281494140625000e+02,9.555451965332031250e+01,8.097179412841796875e+01,8.403208160400390625e+01,4.929806137084960938e+01,-6.899043273925781250e+01,-2.031101989746093750e+02
7.056951141357421875e+01,5.848348999023437500e+01,4.594758224487304688e+01,5.589679336547851562e+01,8.039476776123046875e+01,9.777008819580078125e+01,1.364074096679687500e+02,2.044628753662109375e+02,2.618633728027343750e+02,2.758476562500000000e+02,2.403472442626953125e+02,1.715834350585937500e+02,9.880521392822265625e+01,5.522531509399414062e+01,6.365542984008789062e+01,1.090772628784179688e+02,1.119802703857421875e+02,2.346257209777832031e+00,-1.442022094726562500e+02
4.016062545776367188e+01,4.345454406738281250e+01,3.906809997558593750e+01,3.643597030639648438e+01,5.024054336547851562e+01,7.811436462402343750e+01,1.289666748046875000e+02,1.943200378417968750e+02,2.413599548339843750e+02,2.447152099609375000e+02,2.012032012939453125e+02,1.287960052490234375e+02,5.966687774658203125e+01,3.112167739868164062e+01,7.022547912597656250e+01,1.616453857421875000e+02,1.997849273681640625e+02,9.067936706542968750e+01,-7.649774169921875000e+01
1.405865764617919922e+01,3.553345870971679688e+01,4.328726959228515625e+01,3.236649322509765625e+01,3.642918777465820312e+01,6.584121704101562500e+01,1.179321289062500000e+02,1.742924652099609375e+02,2.091904144287109375e+02,2.048128509521484375e+02,1.607471771240234375e+02,9.593701934814453125e+01,4.407175064086914062e+01,4.264052200317382812e+01,1.137489166259765625e+02,2.326438446044921875e+02,2.793760681152343750e+02,1.545009155273437500e+02,-3.775247573852539062e+01
-1.181045722961425781e+01,2.459202003479003906e+01,4.737604522705078125e+01,3.844300079345703125e+01,3.836996459960937500e+01,6.377733230590820312e+01,1.093630905151367188e+02,1.532879943847656250e+02,1.770665283203125000e+02,1.694470214843750000e+02,1.317504577636718750e+02,8.254034423828125000e+01,5.514517211914062500e+01,8.352789306640625000e+01,1.762697143554687500e+02,2.901520080566406250e+02,3.136449584960937500e+02,1.653697509765625000e+02,-4.435827636718750000e+01
-3.526701354980468750e+01,4.716679573059082031e+00,3.787813949584960938e+01,4.235383987426757812e+01,4.684207534790039062e+01,6.620910644531250000e+01,1.004722747802734375e+02,1.322407836914062500e+02,1.495611724853515625e+02,1.446725311279296875e+02,1.182016983032226562e+02,8.576160430908203125e+01,7.719417572021484375e+01,1.210156021118164062e+02,2.141014251708984375e+02,3.020837707519531250e+02,2.939281921386718750e+02,1.326877136230468750e+02,-7.651227569580078125e+01
-4.475966644287109375e+01,-1.354110431671142578e+01,1.650940895080566406e+01,3.316903686523437500e+01,4.974755477905273438e+01,6.551721954345703125e+01,8.608085632324218750e+01,1.087529296875000000e+02,1.260116195678710938e+02,1.293166351318359375e+02,1.158317794799804688e+02,9.526968383789062500e+01,9.046819305419921875e+01,1.263395614624023438e+02,2.016414794921875000e+02,2.618474121093750000e+02,2.383653564453125000e+02,9.149389648437500000e+01,-9.555047607421875000e+01
-3.858840560913085938e+01,-1.915461349487304688e+01,-1.907226204872131348e+00,1.496842670440673828e+01,4.235242843627929688e+01,6.091582107543945312e+01,7.185777282714843750e+01,8.789440155029296875e+01,1.073673095703125000e+02,1.197553176879882812e+02,1.180447769165039062e+02,1.052872161865234375e+02,9.470716094970703125e+01,1.077496032714843750e+02,1.542157897949218750e+02,1.880958404541015625e+02,1.729282073974609375e+02,7.303047943115234375e+01,-7.638906097412109375e+01
